fiber_node;address;coordinate
FKRK13D01;DESA GRECOL (1);-7.40869,109.36257
FPMJ03D10;GAMBARSARI (10);-7.435216,109.363488
FPMJ03D08;GAMBARSARI;-7.435848,109.374073
FPMJ02D02;KEDUNG WULUH RW 01 - 04;-7.401942,109.327848
FPMJ02D03;KEDUNG WULUH RW 01 - 04;-7.403168,109.320933
FPGE01D01;DESA MUNJUL RW 01-04;-7.361467,109.33445
FKRK06D01;BOJONG RESIDENCE RW 04;-7.418036,109.377928
FPGE01D03;DESA MUNJUL RW 01-08 (1);-7.361866,109.34178
FPMJ01D03;DESA KARANG SARI (1);-7.41075,109.33085
FKRK06D02;TOYAREKA;-7.42031,109.37867
FKRK04D02;KALIKABONG RW 05 (2);-7.39872,109.35392
FKRK06D03;KELURAHAN BOJONG RW 02;-7.41271,109.37367
FKOU01D05;KEMBARAN KULON RW 03;-7.37887,109.35819
FPMJ01D02;KALIMANAH KULON;-7.417867,109.336198
FPPI01D03;DESA BABAKAN RW 01 & 02;-7.394515,109.342648
FPGE01D02;DESA MUNJUL RW 01-08 (2);-7.362412,109.337174
FPMJ01D04;DESA KARANGSARI (2);-7.409939,109.328894
FKOU01D02;KEMBARAN KULON RW 01 (1);-7.38092,109.35553
FKOU01D03;DESA KEMBARAN KULON RW02 (1);-7.378289,109.356153
FKOU01D04;DESA KEMBARAN KULON RW02 (2);-7.384099,109.359148
FKOU01D01;KEMBARAN KULON RW 01;-7.378702,109.353701
FPPI01D04;OPEN AREA DESA BABABKAN RW03 & RW04;-7.396714,109.340364
FPPI01D01;PERUMAHAN GRAND SAFIRA;-7.390094,109.345508
FBYO06D01;SOKARAJA TENGAH (1);-7.45749,109.29257
FKDU11D01;KEDONDONG AREA (3);-7.44661,109.2877
FSSS12D03;KARANG GINTUNG RW 01;-7.38065,109.25222
FKIW12D02;PASIRLOR AREA (5);-7.40826,109.20249
FKDU11D02;KEDONDONG AREA (4);-7.44325,109.28629
FPUT09D03;KARANGNANAS RW 04;-7.45989,109.26144
FKRD02D08;LINGGASARI AREA (5);-7.39401,109.2818
FKIW12D03;PASIRLOR AREA (6);-7.40768,109.2027
FPUT04D03;PERUM PAMUJAN INDAH (3);-7.46184,109.24483
FSSS12D06;PERUM PURI KARANG GINTUNG RW 01;-7.37925,109.24884
FKIW08D08;PURWOKERTO KIDUL RW 06;-7.43071,109.2536
FKEN05D07;DUKUHWALUH RW 03;-7.41297,109.2698
FPUT04D04;PERUM PAMUJAN INDAH (4);-7.46111,109.24405
FKPB08D03;PERUM PURI DARMAWANGSA PURWOSARI;-7.39499,109.22979
FPUT04D01;PERUM PAMUJAN INDAH (1);-7.45892,109.24526
FPUT04D02;PERUM PAMUJAN INDAH (2);-7.46102,109.24552
FPIB01D07;KARANGKLESEM RW 09 (2);-7.45273,109.24129
FKPB08D02;PURWOSARI RW 03;-7.39533,109.22983
FKPB07D06;PABUWARAN AREA (1);-7.38636,109.24279
FSSS07D04;TAMBAKSOGRA RW 05 (2);-7.38906,109.26478
FKPB08D01;PURWOSARI RW 04;-7.39624,109.23394
FPIB01D06;KARANG KLESEM RW 09 (1);-7.4522,109.24114
FKIW08D06;PURWOKERTO KIDUL RW 08 (2);-7.43273,109.25495
FPIB07D04;TANJUNG RW 02;-7.43958,109.22252
FKEN05D02;DUKUH WALUH AREA (5);-7.414498,109.271364
FKPB07D04;KUTASARI RW 07;-7.38581,109.23491
FKPB07D03;PURWOSARI RW 01;-7.39234,109.23216
FSSS12D01;KAWUNGCARANG AREA (2);-7.38275,109.257
FPUT09D02;KARANG NANAS RW 02 (2);-7.45906,109.26395
FPUT09D01;KARANG NANAS RW 02 (1);-7.458911,109.262453
FSSS12D02;KAWUNGCARANG AREA (1);-7.38094,109.25577
FKEN05D05;DUKUH WALUH AREA (2);-7.408248,109.27453
FKEN05D04;DUKUH WALUH AREA (1);-7.40954,109.27274
FKEN05D03;DUKUH WALUH RW 10;-7.41332,109.27065
FSSS07D03;TAMBAKSOGRA RW 05 (1);-7.39101,109.26586
FSSS07D01;TAMBAKSOGRA RW 01 (1);-7.39193,109.2624
FSSS07D06;TAMBAKSOGRA RW 02 (2);-7.3911,109.25763
FKIW08D04;PURWOKERTO KIDUL RW 09;-7.43252,109.2538
FKEN05D01;DUKUH WALUH AREA (4);-7.41618,109.27119
FKEN05D06;DUKUH WALUH AREA (3);-7.40658,109.268318
FPIB01D05;KARANG KLESEM RW 01;-7.4526,109.24369
FKPB03D06;BANCARKEMBAR AREA (6);-7.40885,109.23889
FSSS07D05;TAMBAKSOGRA RW 02 (1);-7.38876,109.258
FKPB07D01;KUTASARI RW 02;-7.38698,109.23628
FPIB01D04;GRIYA MULAWARMAN INDAH KARANG KLESEM RW 01;-7.449164,109.24317
FKPB07D02;KUTASARI RW 04;-7.3822,109.23283
FKPB07D05;PURI LANGEN ESTATE KUTASARI RW 06;-7.38924,109.23871
FKIW07D04;KEDUNGWULUH RW 01 (1);-7.42646,109.22642
FKPB05D02;ARCAWINANGUN RW 01 (1);-7.4157,109.25556
FKPB05D01;ARCAWINANGUN;-7.4148,109.26599
FKPB05D03;ARCAWINANGUN RW 01 (2);-7.42045,109.25675
FKIW08D02;PURWOKERTO KIDUL RW 1,2&3 (1);-7.42951,109.24967
FKIW08D03;PURWOKERTO KIDUL RW 1,2&3 (2);-7.42838,109.25128
FPIB07D03;KEDUNG WARINGIN RW 01;-7.44615,109.21682
FPIB07D01;SIDABOWA AREA (1);-7.452454,109.215205
FKRD06D05;KEMBARAN AREA (5);-7.40343,109.28618
FKPB01D06;PURWANEGARA RW 01;-7.41057,109.23013
FPIB07D02;SIDABOWA AREA (2);-7.45357,109.21589
FKRD04D03;BANTARWUNI AREA (3);-7.38986,109.27186
FKRD06D06;KEMBARAN AREA (6);-7.40597,109.28667
FKRD07D04;LINGGASARI AREA (3);-7.39567,109.29591
FKRD02D07;LINGGASARI AREA (1);-7.3949,109.28138
FKRD06D01;KEMBARAN AREA (1);-7.41771,109.28979
FKIW08D01;PURWOKERTO KIDUL RW 04 & 05;-7.4284,109.25456
FKIW07D01;SOKANEGARA RW 01;-7.42596,109.22658
FKRD04D02;BANTARWUNI AREA (2);-7.395157,109.269729
FKRD04D01;BANTARWUNI AREA (1);-7.397375,109.269367
FKIW07D02;KEDUNGWULUH RW 02;-7.4273,109.22433
FKRD06D03;KEMBARAN AREA [3];-7.41445,109.28745
FKIW07D03;KEDUNGWULUH RW 08;-7.42554,109.22448
FKIW02D06;KALIBENER RW 02 (1);-7.430996,109.237202
FKRD07D05;LINGGASARI AREA (4);-7.40012,109.29741
FKEN04D03;BOJONGSARI AREA [3];-7.42163,109.28348
FKIW02D07;KALIBENER RW 02 (2);-7.431078,109.237919
FKEN04D02;BOJONGSARI AREA (2);-7.41972,109.28277
FKEN04D01;BOJONGSARI AREA (1);-7.41813,109.2818
FKRD07D03;LINGGASARI AREA (2);-7.39307,109.28925
FBYO06D04;SOKARAJA TENGAH (5);-7.455644,109.285211
FKRD03D04;KARANG SOKA (1);-7.40735,109.27813
FKEN04D04;BOJONGSARI AREA (4);-7.424104,109.281568
FBYO06D03;SOKARAJA TENGAH (3);-7.45932,109.29165
FKRD03D05;KARANG SOKA (2);-7.40673,109.27868
FKPB03D08;BANCARKEMBAR AREA (9);-7.411464,109.245799
FKPB01D04;PURWANEGARA RW 02 (1);-7.40754,109.23035
FBYO07D04;PAJERUKAN RW 02 (3);-7.47371,109.31238
FKPB01D05;PURWANEGARA RW 02 (2);-7.40411,109.23125
FSSS09D07;BANTERAN AREA (7);-7.35944,109.2741
FKPB03D07;BANCARKEMBAR AREA (8);-7.41017,109.24302
FBYO07D02;PAJERUKAN RW 02 (1);-7.47074,109.31337
FBYO07D03;PAJERUKAN RW 02 (2);-7.4733,109.3078
FBYO02D05;PAJERUKAN RW 01;-7.47265,109.30497
FPUT01D03;PEKAJA RW 03 (3);-7.471038,109.277231
FSSS10D02;BANTERAN AREA (9);-7.36689,109.26812
FPUT01D04;PEKAJA RW 01,02,03 (4);-7.472661,109.278071
FKDU03D02;BANJARSARI KIDUL (2);-7.44462,109.32033
FSSS10D03;BANTERAN AREA (10);-7.36363,109.26792
FBYO05D06;KARANG DADAP (2);-7.46899,109.29076
FSSS10D01;BANTERAN AREA (8);-7.366835,109.270547
FSSS10D10;BANTERAN AREA (17);-7.36988,109.26034
FKPB03D04;BANCARKEMBAR AREA (4);-7.406179,109.243872
FBYO05D05;KARANG DADAP (1);-7.470063,109.289907
FKPB03D05;BANCARKEMBAR AREA (5);-7.408482,109.244001
FSSS09D05;BANTERAN AREA (5);-7.35995,109.27217
FKPB03D01;BANCARKEMBAR AREA (1);-7.40939,109.24601
FKIW02D04;KALIBENER RW 01 (2);-7.42857,109.23387
FSSS09D02;BANTERAN AREA (2);-7.357913,109.266714
FSSS10D06;BANTERAN AREA (13);-7.36576,109.27485
FSSS09D01;DESA BANTERAN (1);-7.35652,109.2589
FSSS09D06;BANTERAN AREA (6);-7.35803,109.27089
FKPB03D03;BANCARKEMBAR AREA (3);-7.407785,109.245421
FKRD07D02;PURBADANA (2);-7.40095,109.29195
FKRD07D01;PURBADANA (1);-7.403204,109.291156
FKDU03D04;BANJARSARI KIDUL (4);-7.44607,109.33104
FKDU03D01;BANJARSARI KIDUL (1);-7.44317,109.32038
FKPB03D02;BANCARKEMBAR AREA (2);-7.40668,109.24585
FKIW02D03;KALIBENER RW 01 (1);-7.42721,109.23403
FBYO05D03;KARANG DADAP (5);-7.480057,109.292536
FKDU03D03;BANJARSARI KIDUL (3);-7.44232,109.32762
FBYO05D04;KARANG DADAP (6);-7.479969,109.291688
FKDU07D04;KARANGDUREN AREA (4);-7.443965,109.300552
FBYO05D02;KARANG DADAP (4);-7.47533,109.28965
FBYO05D01;KARANG DADAP (3);-7.47632,109.2851
FSSS10D04;BANTERAN AREA (11);-7.36208,109.26922
FPUT01D01;PEKAJA RW 01,02,03 (1);-7.469331,109.283553
FSSS09D03;DESA BANTERAN (3);-7.360204,109.265576
FSSS10D05;BANTERAN AREA (12);-7.36358,109.27276
FSSS09D04;DESA BANTERAN (4);-7.359,109.26872
FSSS10D08;BANTERAN AREA (15);-7.36421,109.26235
FKDU07D01;DESA KARANGDUREN (1);-7.359,109.26872
FKDU07D03;DESA KARANGDUREN (3);-7.44702,109.30709
FKRD12D01;CIBEREM (8);-7.36635,109.28004
FKIW02D02;KALIBENER RW 03;-7.43357,109.23838
FPUT01D05;PEKAJA RW 01,02,03 (5);-7.47523,109.27967
FSSS10D07;DESA BANTERAN (14);-7.36287,109.26011
FPUT01D02;PEKAJA RW 01, 02, 03 (2);-7.4704,109.2812
FKDU07D02;DESA KARANGDUREN (2);-7.44883,109.30931
FKRD12D03;CIBEREM RW 02 (10);-7.36435,109.28406
FKRD03D03;KEL KARANGSARI (3);-7.39806,109.28177
FPUT01D07;PEKAJA 01, 02, 03 (7);-7.4796,109.28051
FSSS05D02;CIBEREM AREA (2);-7.35712,109.27809
FSSS01D04;DESA DATAR RW 03;-7.37019,109.25182
FSSS05D05;CIBEREM (5);-7.360677,109.280489
FKRD03D02;KEL KARANGSARI;-7.4027,109.28053
KEL KARANGSARI;FKRD03D02;-7.4027,109.28053
FPUT01D06;PEKAJA RW 01,02,03 (6);-7.475429,109.28222
FSSS05D03;PERUM PURI KENCANA (1);-7.36057,109.2788
FKRD02D01;DESA KARANGCEGAK RW 01;-7.388219,109.283093
FKRD02D03;KARANGTURI RW 01;-7.38628,109.29562
FSSS05D04;CIBEREM (4) (PERUM EMERALD VILLAGE);-7.35967,109.27964
FSSS05D07;CIBEREM (7);-7.36453,109.2751
FKIW02D01;KALIBENER RW 03;-7.428532,109.238242
FKRD12D02;CIBEREM (9);-7.36576,109.28449
FKPB01D01;KEL SUMAMPIR RW 01 (1);-7.399837,109.241951
FKRD03D01;KARANGSARI (1);-7.405,109.28224
FSSS05D06;CIBEREM (6);-7.366599,109.27615
FKRD02D06;KARANG TURI RW 02;-7.38796,109.29811
FSSS05D01;CIBEREM AREA (1);-7.3595,109.27525
FKRD02D02;DESA KARANGCEGAK RW 02;-7.3911,109.28036
FKRD02D04;KARANGTURI RW 01;-7.38734,109.29216
FKRD02D05;KARANGTURI RW 02;-7.38471,109.29685
FPUT01D08;PEKAJA RW 01,02,03;-7.48069,109.28261
FKPB01D02;KEL SUMAMPIR RW 01 (2);-7.399248,109.243664
FBYO03D04;KALIBAGOR RW 03;-7.48474,109.2982
FKPB01D03;KEL SUMAMPIR RW 05;-7.40558,109.23963
FSSS01D02;DESA DATAR RW 02;-7.37102,109.25619
FBYO03D03;KALIBAGOR RW 03;-7.48011,109.2958
FSSS01D01;DESA DATAR RW 01;-7.36854,109.25633
FBYO03D02;KALIBAGOR RW 03;-7.47957,109.2997
FKDU02D03;SOKARAJA WETAN (3);-7.45621,109.30005
FSSS01D03;DESA DATAR RW 02;-7.3719,109.25274
FKDU02D06;DESA PETIR RW 01 & 02;-7.46494,109.31388
FKDU02D01;SOKARAJA WETAN RW 01-07 (1);-7.45818,109.30451
FSSS02D02;DESA KEBANGGAN (2);-7.377074,109.260666
FPIB01D03;KARANG KLESEM JL. DAMRI RW 10;-7.445992,109.240911
FBYO03D07;KALIBAGOR RW 04 (3);-7.47726,109.30124
FKDU02D05;DESA PETIR RW 01 & 02;-7.46363,109.31147
FKDU02D07;DESA PETIR RW 03 & 04;-7.4676,109.3189
FKDU02D04;SOKARAJA WETAN RW 01-07;-7.45658,109.31132
FWKO02D01;WONOSALAM AREA (1);-6.926957,110.631794
FPIB01D01;KARANG KLESEM JL. DAMRI RW 10;-7.44247,109.24229
FPIB01D02;KARANG KLESEM JL. DAMRI RW 10;-7.44578,109.24383
FSSS02D01;DESA KEBANGGAN (1);-7.379567,109.259912
FSSS02D03;DESA KEBANGGAN (3);-7.372748,109.268645
FBYO02D02;KALIBAGOR RW01;-7.47458,109.30017
FSSS02D05;DESA KEBANGGAN (5);-7.375985,109.272145
FBYO03D05;KALIBAGOR RW04;-7.48403,109.29901
FSSS02D04;DESA KEBANGGAN (4);-7.37851,109.26935
FBYO02D04;KALIBAGOR RW06;-7.4694,109.298399
FKP13700;SHAMARA WIRADADI;-7.461698,109.271503
FBYO01D01;PERUM KALIBAGOR INDAH;-7.474516,109.295513
FKDU01D01;GRIYA KAREN INDAH 3;-7.444639,109.310688
FBYO02D01;KALIBAGOR RW01;-7.474401,109.296531
FWKO03D01;JOGOLOYO AREA (1);-6.912025,110.632262
FWKO03D03;JOGOLOYO AREA (3);-6.912472,110.634327
FWKO03D02;JOGOLOYO AREA (2);-6.919935,110.632974
FBYO03D01;DIAMOND RESIDENCE;-7.476753,109.298797
DCT15300;SHANGRILA HOTEL;-6.204257,106.818986
FPG04300;JATI KRAMAT AREA (JL.DJAIN);-6.27564,106.949599
FJO00100;KEJAKSAAN AGUNG CILEDUG;-6.226436,106.735547
FUC01000;PERUM CIKUPA PERMAI (1);-6.240452,106.540993
FBP08800;PAMULANG PERMAI BARU 1;-6.34649,106.734628
FBP08900;PAMULANG PERMAI BARU 2;-6.346067,106.731773
FYM01600;PERUM GRIYA BINTANG MEKARSARI (2);-6.119339,106.529793
FSM02600;KUNINGAN D (L);-6.231053,106.840657
FSM02500;KUNINGAN D;-6.23561,106.84007
FCB08800;JATI RADEN AREA;-6.356423,106.920735
DKJ54400;MALL ST MORITZ;-6.190278348,106.7390878
DCT134;KUNINGAN E;Mohon Maaf, area ini belum terdapat titik koordinatnya
ASM189;HOTEL HARPER CAWANG;Mohon Maaf, area ini belum terdapat titik koordinatnya
DCG755;MENARA GLOBAL;Mohon Maaf, area ini belum terdapat titik koordinatnya
DLK963;AMARILLO VILLAGE (1);Mohon Maaf, area ini belum terdapat titik koordinatnya
SCG026;GEDUNG WIRAUSAHA;Mohon Maaf, area ini belum terdapat titik koordinatnya
SCG025;MENARA SUDIRMAN;Mohon Maaf, area ini belum terdapat titik koordinatnya
SCG024;GAJAH MADA PLAZA;Mohon Maaf, area ini belum terdapat titik koordinatnya
SCG023;WISMA 77;Mohon Maaf, area ini belum terdapat titik koordinatnya
SCG022;DIPO TOWER;Mohon Maaf, area ini belum terdapat titik koordinatnya
SKG001;GRAHA MIR;Mohon Maaf, area ini belum terdapat titik koordinatnya
SCG021;SENTRAL SENAYAN 1;Mohon Maaf, area ini belum terdapat titik koordinatnya
SKJ001;GRAHA KENCANA;Mohon Maaf, area ini belum terdapat titik koordinatnya
SCG020;SETIABUDI BUILDING 2;Mohon Maaf, area ini belum terdapat titik koordinatnya
SCG016;THE EAST BUILDING;Mohon Maaf, area ini belum terdapat titik koordinatnya
SCG019;WORLD TRADE CENTER 2;Mohon Maaf, area ini belum terdapat titik koordinatnya
SCG018;WISMA GKBI;Mohon Maaf, area ini belum terdapat titik koordinatnya
SCG017;PATRA JASA;Mohon Maaf, area ini belum terdapat titik koordinatnya
SCG015;SETIABUDI ATRIUM BUILDING;Mohon Maaf, area ini belum terdapat titik koordinatnya
SCG014;THE H TOWER;Mohon Maaf, area ini belum terdapat titik koordinatnya
SCG013;DIPO BUSINESS CENTER;Mohon Maaf, area ini belum terdapat titik koordinatnya
SCG012;INTILAND TOWER;Mohon Maaf, area ini belum terdapat titik koordinatnya
SCG011;SAHID SUDIRMAN CENTER;Mohon Maaf, area ini belum terdapat titik koordinatnya
SPI002;PONDOK INDAH OFFICE TOWER 1;Mohon Maaf, area ini belum terdapat titik koordinatnya
SCG001;AIA CENTRAL BUILDING;Mohon Maaf, area ini belum terdapat titik koordinatnya
DLK947;PARAMOUNT SERPONG (CLUSTER BELLANO);Mohon Maaf, area ini belum terdapat titik koordinatnya
SCG010;INFRASTRUCTURE ASIA (RDTX TOWER);Mohon Maaf, area ini belum terdapat titik koordinatnya
SCG008;SONA TOPAS BUILDING;Mohon Maaf, area ini belum terdapat titik koordinatnya
SCG007;TEMPO SCAN TOWER;Mohon Maaf, area ini belum terdapat titik koordinatnya
SCG002;MENARA BIDAKARA 1 & 2;Mohon Maaf, area ini belum terdapat titik koordinatnya
SCG003;MENARA BANK DANAMON;Mohon Maaf, area ini belum terdapat titik koordinatnya
DLK950;PARAMOUNT SERPONG (CLUSTER MALIBU) (3);Mohon Maaf, area ini belum terdapat titik koordinatnya
DLK949;PARAMOUNT SERPONG (CLUSTER MALIBU) (2);Mohon Maaf, area ini belum terdapat titik koordinatnya
DLK948;PARAMOUNT SERPONG (CLUSTER MALIBU) (1);Mohon Maaf, area ini belum terdapat titik koordinatnya
DLK344;CLUSTER ROYAL KARAWACI;Mohon Maaf, area ini belum terdapat titik koordinatnya
DBR318;SERPONG LAGOON (3);Mohon Maaf, area ini belum terdapat titik koordinatnya
DBR317;SERPONG LAGOON (2);Mohon Maaf, area ini belum terdapat titik koordinatnya
DCB150;SENTUL CITY (CLUSTER EQUATOR, CLUSTER ANDALUSIA & RIVER VIEW);Mohon Maaf, area ini belum terdapat titik koordinatnya
DBR331;SERPONG GARDEN (6) (CLUSTER GREEN HARMONY);Mohon Maaf, area ini belum terdapat titik koordinatnya
DBR316;SERPONG LAGOON (1);Mohon Maaf, area ini belum terdapat titik koordinatnya
DPK087;GRAHA MITRA CITRA (1);Mohon Maaf, area ini belum terdapat titik koordinatnya
DPK089;GRAHA MITRA CITRA (3);Mohon Maaf, area ini belum terdapat titik koordinatnya
DPK088;GRAHA MITRA CITRA (2);Mohon Maaf, area ini belum terdapat titik koordinatnya
DPK086;SERDANG ASRI 2 (2);Mohon Maaf, area ini belum terdapat titik koordinatnya
DPK084;PURI HARMONI 2 EXT (2);Mohon Maaf, area ini belum terdapat titik koordinatnya
DPK083;PURI HARMONI 2 EXT (1);Mohon Maaf, area ini belum terdapat titik koordinatnya
DPK082;PURI ASIH RESIDENCE;Mohon Maaf, area ini belum terdapat titik koordinatnya
DPK080;PERUM NIRWANA CURUG (1);Mohon Maaf, area ini belum terdapat titik koordinatnya
DPK081;PERUM NIRWANA CURUG (2);Mohon Maaf, area ini belum terdapat titik koordinatnya
DPK079;CLUSTER MUTIARA CURUG 2;Mohon Maaf, area ini belum terdapat titik koordinatnya
DLK328;PARAMOUNT SERPONG (CLUSTER MILANO 2);Mohon Maaf, area ini belum terdapat titik koordinatnya
DCN566;PONDOK INDAH C (U);Mohon Maaf, area ini belum terdapat titik koordinatnya
DUM451;PERUM GRIYA ASRI 2 (18) (RW 39);Mohon Maaf, area ini belum terdapat titik koordinatnya
DLK102;CLUSTER ALLOGIO SUMMARECON;Mohon Maaf, area ini belum terdapat titik koordinatnya
DCB157;SENTUL CITY (RUKO PLAZA NIAGA 1,2 & RUKO PLAZA AMSTERDAM);Mohon Maaf, area ini belum terdapat titik koordinatnya
DCB402;HONDA IMORA MOTOR;Mohon Maaf, area ini belum terdapat titik koordinatnya
DUM362;PERUM GRIYA ASRI 2 (4);Mohon Maaf, area ini belum terdapat titik koordinatnya
DUM361;PERUM GRIYA ASRI 2 (3);Mohon Maaf, area ini belum terdapat titik koordinatnya
DUM363;PERUM GRIYA ASRI 2 (5);Mohon Maaf, area ini belum terdapat titik koordinatnya
DCN578;PONDOK INDAH B (V);Mohon Maaf, area ini belum terdapat titik koordinatnya
DLK942;PARAMOUNT SERPONG (CLUSTER MENAGGIO VILLAGE);Mohon Maaf, area ini belum terdapat titik koordinatnya
DCG685;KEBAYORAN I (AH);Mohon Maaf, area ini belum terdapat titik koordinatnya
ABG094;ASTON SENTUL HOTEL;Mohon Maaf, area ini belum terdapat titik koordinatnya
DCB129;SENTUL CITY (CLUSTER ENGLAND PARK,COUNTRY WOOD & HILTOP RESIDENCE);Mohon Maaf, area ini belum terdapat titik koordinatnya
DLK128;PARAMOUNT SERPONG (CLUSTER MONTANA VILLAGE);Mohon Maaf, area ini belum terdapat titik koordinatnya
DCB128;SENTUL CITY (CLUSTER CASABLANCA & EMPIRE PARK);Mohon Maaf, area ini belum terdapat titik koordinatnya
DCG680;DIRJEN EBTKE;Mohon Maaf, area ini belum terdapat titik koordinatnya
DLK306;PARAMOUNT SERPONG (CLUSTER OMAHA VILLAGE);Mohon Maaf, area ini belum terdapat titik koordinatnya
DUM422;GRAMAPURI TAMAN SARI (6);Mohon Maaf, area ini belum terdapat titik koordinatnya
DUM421;GRAMAPURI TAMAN SARI (5);Mohon Maaf, area ini belum terdapat titik koordinatnya
DUM420;GRAMAPURI TAMAN SARI (4);Mohon Maaf, area ini belum terdapat titik koordinatnya
DUM419;GRAMAPURI TAMAN SARI (3);Mohon Maaf, area ini belum terdapat titik koordinatnya
DUM418;GRAMAPURI TAMAN SARI (2);Mohon Maaf, area ini belum terdapat titik koordinatnya
DUM417;GRAMAPURI TAMAN SARI (1);Mohon Maaf, area ini belum terdapat titik koordinatnya
Z;SURABAYA (TRIAL);Mohon Maaf, area ini belum terdapat titik koordinatnya
DCN559;JL. ANGGREK AREA;Mohon Maaf, area ini belum terdapat titik koordinatnya
DLK912;PERUM BUMI INDAH (CLUSTER SAKURA);Mohon Maaf, area ini belum terdapat titik koordinatnya
DLK911;PERUM BUMI INDAH (CLUSTER UDHAYANA);Mohon Maaf, area ini belum terdapat titik koordinatnya
DLK941;CLUSTER FLAMINGO THE SPRING SUMMARECON;Mohon Maaf, area ini belum terdapat titik koordinatnya
ACG257;SLIPI B;Mohon Maaf, area ini belum terdapat titik koordinatnya
KUNINGAN;KUNINGAN C (6920);Mohon Maaf, area ini belum terdapat titik koordinatnya
DCB130;SENTUL CITY (CLUSTER EMPIRE PARK & CLUSTER YUNANI);Mohon Maaf, area ini belum terdapat titik koordinatnya
DCG663;GALLERIA COURT CONDOMUNIUM;Mohon Maaf, area ini belum terdapat titik koordinatnya
DCG666;PAKUBUWONO RESIDENCE (2);Mohon Maaf, area ini belum terdapat titik koordinatnya
DLK931;VILLA RIZKI ILHAMI (3);Mohon Maaf, area ini belum terdapat titik koordinatnya
DLK932;CLUSTER PERSADA CURUG & CLUSTER MUTIARA CURUG;Mohon Maaf, area ini belum terdapat titik koordinatnya
DLK897;CLUSTER EDISON SUMMARECON;Mohon Maaf, area ini belum terdapat titik koordinatnya
DBR167;KAVLING SERPONG;Mohon Maaf, area ini belum terdapat titik koordinatnya
DLK886;PARAMOUNT SERPONG (CLUSTER CATALINA) (2);Mohon Maaf, area ini belum terdapat titik koordinatnya
DLK919;PARAMOUNT SERPONG (CLUSTER SAMARA VILLAGE (2);Mohon Maaf, area ini belum terdapat titik koordinatnya
DLK885;PARAMOUNT SERPONG (CLUSTER CATALINA (1));Mohon Maaf, area ini belum terdapat titik koordinatnya
DUM374;PERUM GRIYA ASRI 2 (16);Mohon Maaf, area ini belum terdapat titik koordinatnya
DUM373;PERUM GRIYA ASRI 2 (15);Mohon Maaf, area ini belum terdapat titik koordinatnya
DUM372;PERUM GRIYA ASRI 2 (14);Mohon Maaf, area ini belum terdapat titik koordinatnya
DUM371;PERUM GRIYA ASRI 2 (13);Mohon Maaf, area ini belum terdapat titik koordinatnya
DUM370;PERUM GRIYA ASRI 2 (12);Mohon Maaf, area ini belum terdapat titik koordinatnya
DUM369;PERUM GRIYA ASRI 2 (11);Mohon Maaf, area ini belum terdapat titik koordinatnya
DUM368;PERUM GRIYA ASRI 2 (10);Mohon Maaf, area ini belum terdapat titik koordinatnya
DUM367;PERUM GRIYA ASRI 2 (9);Mohon Maaf, area ini belum terdapat titik koordinatnya
DUM366;PERUM GRIYA ASRI 2 (8);Mohon Maaf, area ini belum terdapat titik koordinatnya
DLK260;GRAHA LEGOK;Mohon Maaf, area ini belum terdapat titik koordinatnya
DUM365;PERUM GRIYA ASRI 2 (7);Mohon Maaf, area ini belum terdapat titik koordinatnya
DUM364;PERUM GRIYA ASRI 2 (6);Mohon Maaf, area ini belum terdapat titik koordinatnya
DUM358;PERUM GRIYA ASRI 2 (1);Mohon Maaf, area ini belum terdapat titik koordinatnya
DCG659;ESSENCE DARMAWANGSA APT (TOWER EAST);Mohon Maaf, area ini belum terdapat titik koordinatnya
DLK263;CLUSTER PESONA LEGOK;Mohon Maaf, area ini belum terdapat titik koordinatnya
DCN534;CIPETE O;Mohon Maaf, area ini belum terdapat titik koordinatnya
DLK255;MULYA ASRI 2 (3);Mohon Maaf, area ini belum terdapat titik koordinatnya
DBR108;SUDIMARA AREA (4);Mohon Maaf, area ini belum terdapat titik koordinatnya
DLK254;MULYA ASRI 2 (2);Mohon Maaf, area ini belum terdapat titik koordinatnya
DLK253;MULYA ASRI 2 (1);Mohon Maaf, area ini belum terdapat titik koordinatnya
DLK258;PARAMOUNT SERPONG (CLUSTER ALICANTE) (2);Mohon Maaf, area ini belum terdapat titik koordinatnya
DBR080;CILEDUG INDAH 2 (1);Mohon Maaf, area ini belum terdapat titik koordinatnya
DCG656;KEMANG VILLAGE TOWER BLOOMINGTON;Mohon Maaf, area ini belum terdapat titik koordinatnya
DLK663;PARAMOUNT SERPONG (CLUSTER FIORDINI);Mohon Maaf, area ini belum terdapat titik koordinatnya
DLK662;PARAMOUNT SERPONG (CLUSTER SAN LORENZO);Mohon Maaf, area ini belum terdapat titik koordinatnya
AKJ548;SUDIRMAN PLAZA;Mohon Maaf, area ini belum terdapat titik koordinatnya
DKG433;EVENT MALL KELAPA GADING 3;Mohon Maaf, area ini belum terdapat titik koordinatnya
DBR140;PERUM PURI ADI PRATAMA & GRAHA PURA SERPONG;Mohon Maaf, area ini belum terdapat titik koordinatnya
DLK879;CLUSTER MAXWELL SUMMARECON;Mohon Maaf, area ini belum terdapat titik koordinatnya
DLK878;CLUSTER PELICAN SUMMARECON;Mohon Maaf, area ini belum terdapat titik koordinatnya
DLK896;CLUSTER MUTIARA CUKANGGALIH & PERUM TERAS CITRA;Mohon Maaf, area ini belum terdapat titik koordinatnya
